strategy_id,total_return,cagr,max_drawdown,sharpe,win_rate,quarters,filter,rank,top
"pl_3",1079.8,20.1,34.9,0.89,64,55,"pl_ratio > 0 AND pl_ratio < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl_3_t20",2347.0,26.7,27.8,1.14,71,55,"pl_ratio > 0 AND pl_ratio < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl_5",975.1,19.2,37.6,0.85,64,55,"pl_ratio > 0 AND pl_ratio < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl_5_t20",1598.4,23.3,37.9,0.97,69,55,"pl_ratio > 0 AND pl_ratio < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl_8",975.1,19.2,37.6,0.85,64,55,"pl_ratio > 0 AND pl_ratio < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl_8_t20",1520.2,22.9,40.8,0.95,69,55,"pl_ratio > 0 AND pl_ratio < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl_10",975.1,19.2,37.6,0.85,64,55,"pl_ratio > 0 AND pl_ratio < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl_10_t20",1615.7,23.4,40.8,0.96,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl_15",975.1,19.2,37.6,0.85,64,55,"pl_ratio > 0 AND pl_ratio < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl_15_t20",1621.0,23.5,40.8,0.96,69,55,"pl_ratio > 0 AND pl_ratio < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"ev_3",3387.0,30.1,25.6,1.38,75,55,"ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev_3_t20",3206.0,29.6,27.0,1.43,78,55,"ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ev_5",1775.1,24.2,29.5,1.19,76,55,"ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev_5_t20",2423.1,27.0,27.0,1.28,78,55,"ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ev_8",1671.3,23.7,35.9,1.12,75,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev_8_t20",1568.2,23.2,34.9,1.06,75,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ev_10",1671.3,23.7,35.9,1.12,75,55,"ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev_10_t20",1536.8,23.0,36.9,1.05,75,55,"ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ev_15",1671.3,23.7,35.9,1.12,75,55,"ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev_15_t20",1445.6,22.5,36.9,1.02,73,55,"ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pvp_05",1977.5,25.2,40.9,0.87,62,55,"pvp_ratio > 0 AND pvp_ratio < 0.5 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"pvp_05_t20",1256.9,21.3,37.3,0.81,62,55,"pvp_ratio > 0 AND pvp_ratio < 0.5 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"pvp_1",1977.5,25.2,40.9,0.87,62,55,"pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"pvp_1_t20",1319.0,21.7,40.3,0.81,60,55,"pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"pvp_15",1977.5,25.2,40.9,0.87,62,55,"pvp_ratio > 0 AND pvp_ratio < 1.5 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"pvp_15_t20",1319.0,21.7,40.3,0.81,60,55,"pvp_ratio > 0 AND pvp_ratio < 1.5 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"pvp_2",1977.5,25.2,40.9,0.87,62,55,"pvp_ratio > 0 AND pvp_ratio < 2 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"pvp_2_t20",1319.0,21.7,40.3,0.81,60,55,"pvp_ratio > 0 AND pvp_ratio < 2 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"ps_05",977.9,19.3,43.0,0.71,56,55,"price_to_sales > 0 AND price_to_sales < 0.5 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"ps_05_t20",1086.1,20.1,44.2,0.75,58,55,"price_to_sales > 0 AND price_to_sales < 0.5 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"ps_1",977.9,19.3,43.0,0.71,56,55,"price_to_sales > 0 AND price_to_sales < 1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"ps_1_t20",1065.7,20.0,44.2,0.74,58,55,"price_to_sales > 0 AND price_to_sales < 1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"ps_2",977.9,19.3,43.0,0.71,56,55,"price_to_sales > 0 AND price_to_sales < 2 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"ps_2_t20",1065.7,20.0,44.2,0.74,58,55,"price_to_sales > 0 AND price_to_sales < 2 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"pl5_ev5",2724.8,28.1,29.5,1.29,76,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl5_ev5_t20",2563.3,27.5,27.0,1.29,78,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl5_ev5_rankpl",2271.5,26.4,29.5,1.23,76,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl5_ev5_rankpl_t20",2453.2,27.1,24.6,1.32,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev8",2131.8,25.9,35.9,1.21,75,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev8_t20",1496.1,22.8,33.8,1.06,73,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev10",2009.2,25.3,35.9,1.19,75,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl10_ev10_t20",1387.9,22.1,36.0,1.01,73,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl3_ev3",2995.9,29.0,25.6,1.33,73,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl3_ev3_t20",2978.0,28.9,27.0,1.38,78,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl5_pvp1",1398.4,22.2,37.6,0.96,62,55,"pl_ratio > 0 AND pl_ratio < 5 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl5_pvp1_t20",1657.5,23.7,38.6,0.98,67,55,"pl_ratio > 0 AND pl_ratio < 5 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_pvp15",1279.0,21.5,37.6,0.95,64,55,"pl_ratio > 0 AND pl_ratio < 8 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_pvp15_t20",1847.1,24.6,42.2,1.00,65,55,"pl_ratio > 0 AND pl_ratio < 8 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"ev5_pvp1",2028.6,25.4,29.5,1.22,78,55,"ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev5_pvp1_t20",2610.3,27.7,24.7,1.32,78,55,"ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ev8_pvp15",2153.9,26.0,36.8,1.17,76,55,"ev_ebit > 0 AND ev_ebit < 8 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev8_pvp15_t20",1653.3,23.6,33.2,1.09,73,55,"ev_ebit > 0 AND ev_ebit < 8 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl5_ps1",1353.1,21.9,37.6,0.95,67,55,"pl_ratio > 0 AND pl_ratio < 5 AND price_to_sales > 0 AND price_to_sales < 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl5_ps1_t20",1537.4,23.0,39.6,0.96,67,55,"pl_ratio > 0 AND pl_ratio < 5 AND price_to_sales > 0 AND price_to_sales < 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"ev5_ps1",2679.6,27.9,32.8,1.22,78,55,"ev_ebit > 0 AND ev_ebit < 5 AND price_to_sales > 0 AND price_to_sales < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ev5_ps1_t20",2302.7,26.6,27.5,1.26,76,55,"ev_ebit > 0 AND ev_ebit < 5 AND price_to_sales > 0 AND price_to_sales < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl5_ev5_ml5",2349.0,26.7,29.5,1.22,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND margem_liquida > 0.05 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
